account_id;in_degree;out_degree;total_in;ratio;avg_retention_hours;probabilidade_fraude;predicao_classe;is_fraud_real;role;total_out
acc005233;3;5;5688,05;0,9074130722952992;234,63853703708443;0,004379816;0;0;Honest;5161,42
acc038725;1;1;1767,63;5,061760313185943;-1395,296388888889;0,0010410447;0;0;Honest;8947,37
acc026941;2;2;4359,28;0,3665184009322619;419,24583333333334;0,004052702;0;0;Honest;1597,76
acc027752;0;6;0,0;0,0;9999,0;0,0032509647;0;0;Honest;39755,619999999995
acc042282;1;5;1056,96;6,76436417306073;-148,45566666666667;0,0021985946;0;0;Honest;7149,73
acc029717;4;6;7067,85;1,0961252769579477;-117,98585648149333;0,014349103;0;0;Honest;7747,26
acc025831;2;1;1018,55;2,2664153314483193;-578,2468055555555;0,0011412215;0;0;Honest;2308,48
acc037284;3;4;5915,18;0,9243642216057303;139,38185185187555;0,0045797625;0;0;Honest;5467,79
acc010499;1;3;14336,39;1,685743980357691;895,29370370368;0,007066993;0;0;Honest;24167,5
acc016566;3;2;13592,19;0,9289688203528493;305,6098611111111;0,006347647;0;0;Honest;12626,73
acc030969;1;2;2317,13;0,8580448311280284;-1355,097361111111;0,0025269818;0;0;Honest;1988,21
acc028240;2;4;12137,81;1,683965489684309;577,07631944448;0,008055412;0;0;Honest;20439,67
acc012143;1;2;10039,93;1,1145803660181235;383,6911111111111;0,00910638;0;0;Honest;11190,32
acc017201;1;1;9928,11;0,06262011337493906;555,9111111111112;0,0048760353;0;0;Honest;621,7
acc043756;2;4;3870,5699999999997;4,375584537717861;143,30277777777778;0,0013167039;0;0;Honest;16936,05
acc015337;0;5;0,0;0,0;9999,0;0,0032509647;0;0;Honest;7353,3
acc029315;5;1;9112,61;0,32208739089306915;-706,7688333333333;0,0031947496;0;0;Honest;2935,06
acc001733;1;6;8758,99;2,9551227309053543;849,8713425925688;0,003998979;0;0;Honest;25883,92
acc025728;1;2;2178,52;2,469458763478125;-108,98041666666667;0,0012098507;0;0;Honest;5379,79
acc041983;3;1;3342,7599999999998;7,47220718146926;767,1738888888889;0,0012960254;0;0;Honest;24977,87
acc007770;1;4;246,03;178,8859128596976;51,63930555555555;0,00472957;0;0;Honest;44013,09
acc010378;1;2;1099,45;1,020737452931439;1508,736388888889;0,0027212854;0;0;Honest;1122,26
acc014574;0;4;0,0;0,0;9999,0;0,0031904017;0;0;Honest;3695,42
acc010915;3;1;4574,3;0,10978486372808138;887,5309259259021;0,0029042913;0;0;Honest;502,19
acc014704;2;2;3153,86;0,5030232698240574;-1109,5123611111112;0,0029998017;0;0;Honest;1586,47
acc021605;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;50114,43
acc007560;1;2;914,55;2,67817311056683;-300,43347222222224;0,0012722289;0;0;Honest;2449,35
acc029144;3;3;5927,01;5,030651153530778;206,13629629631998;0,001366423;0;0;Honest;29816,769999999997
acc000443;2;4;8577,09;1,324353219619685;291,13208333333336;0,007395278;0;0;Honest;11359,11
acc030890;1;0;424,98;0,0;0,0;0,0025023941;0;0;Honest;0,0
acc041668;1;3;426,38;23,40465301719083;-686,6258333334044;0,0010410447;0;0;Honest;9979,509999999998
acc018669;4;5;22038,8;2,1397557309128765;318,8325138888533;0,0047473214;0;0;Honest;47157,670000000006
acc006980;2;2;10519,42;0,11955685811873838;-484,30791666666664;0,0031417217;0;0;Honest;1257,67
acc015912;2;0;3694,05;0,0;0,0;0,0023020545;0;0;Honest;0,0
acc017106;1;3;1741,57;2,1618300623571702;220,46824074076443;0,0012007185;0;0;Honest;3765,0
acc014976;1;2;2160,37;5,60297725400161;1280,1205555555555;0,0012071852;0;0;Honest;12104,56
acc020100;2;0;2322,71;0,0;0,0;0,003082974;0;0;Honest;0,0
acc003611;2;2;22022,43;0,9360125399365374;1,4583333333333333;0,14262551;0;0;Honest;20613,28
acc013489;1;2;809,88;12,022793218832186;335,65069444444447;0,0011154547;0;0;Honest;9737,14
acc012061;2;1;8184,95;0,8738173430291657;-449,42875;0,0037143838;0;0;Honest;7152,16
acc011703;3;2;3163,84;1,2040014539248065;44,98449074076444;0,0019023429;0;0;Honest;3809,2799999999997
acc027455;3;3;23371,08;0,6892451314850955;21,338703703822222;0,09723254;0;0;Honest;16108,41
acc035013;4;2;3365,1200000000003;0,851280634031969;-79,43743055552;0,0020442486;0;0;Honest;2864,67
acc005305;6;10;126801,6;0,9855846467564569;141,71602777777778;0,99259865;1;1;Mule;124973,72
acc041942;1;5;773,35;15,364021930278266;276,3817222222222;0,0014545663;0;0;Honest;11881,92
acc026558;2;2;10586,310000000001;0,2661481988075176;-6,976527777777778;0,0055607967;0;0;Honest;2817,53
acc044762;3;3;9503,939999999999;0,52201979177079;-61,555185185208884;0,003004363;0;0;Honest;4961,25
acc021422;0;1;0,0;0,0;9999,0;0,0023856927;0;0;Honest;428,13
acc003847;4;4;11506,25;2,545306641775868;72,45743055559112;0,011249852;0;0;Honest;29286,96
acc031933;1;1;6351,66;0,7930166397183732;302,03583333333336;0,00397837;0;0;Honest;5036,98
acc014827;3;2;7015,41;0,9557517582696403;-375,84486111118224;0,0037244235;0;0;Honest;6705,0
acc043469;3;3;13078,25;3,669723648252902;509,09731481472;0,0021106466;0;0;Honest;47993,6
acc044335;8;7;185027,93;0,9046868272975421;-23,05928075399111;0,99259865;1;1;Mule;167392,34
acc020557;1;3;7008,08;1,5809699932506573;-349,0152777778489;0,0035075897;0;0;Honest;11079,58
acc025169;2;1;4295,82;0,7054492379819499;-602,4758333333333;0,009691798;0;1;Mule;3030,49
acc008130;0;1;0,0;0,0;9999,0;0,0023856927;0;0;Honest;1410,99
acc025755;1;6;919,45;10,530311269658277;-754,0905092593066;0,001687823;0;0;Honest;9682,2
acc005385;2;2;4002,82;0,7573941436433723;1183,943888888889;0,0043756114;0;0;Honest;3031,7200000000003
acc006988;2;1;1824,74;3,0430689135498015;-726,8820833333333;0,001217945;0;0;Honest;5552,84
acc004813;1;3;11322,15;1,116587294297201;659,6969444444444;0,010946307;0;0;Honest;12642,179999999998
acc039088;4;0;21846,09;0,0;0,0;0,0035112195;0;0;Honest;0,0
acc008870;2;3;3056,1800000000003;11,27679889012136;-711,9949074074311;0,0010410447;0;0;Honest;34464,04
acc010070;0;4;0,0;0,0;9999,0;0,0031904017;0;0;Honest;6178,120000000001
acc042645;1;4;1260,09;10,437568446948656;-149,95027777777779;0,0021985946;0;0;Honest;13152,380000000001
acc038015;3;1;3141,79;0,60450060474887;-244,2876851852089;0,004938463;0;0;Honest;1899,22
acc017586;1;0;880,06;0,0;0,0;0,0024297568;0;0;Honest;0,0
acc012551;6;4;104709,29;0,8563013027496125;45,98375;0,99259865;1;1;Mule;89662,70999999999
acc015106;1;1;2292,69;0,32611331617743267;277,9;0,0026878996;0;0;Honest;747,68
acc037512;3;4;11408,68;3,7181928862998292;-335,5450925925689;0,007687178;0;0;Honest;42419,71
acc018813;0;4;0,0;0,0;9999,0;0,0031904017;0;0;Honest;20475,690000000002
acc000247;2;3;4352,56;1,2636120728672942;502,36995370368004;0,005145986;0;0;Honest;5499,959999999999
acc006627;1;5;2421,46;21,872024018468117;204,06166666666667;0,0013167039;0;0;Honest;52962,45
acc017845;3;1;2479,79;0,461287200580692;406,48879629632;0,002511134;0;0;Honest;1143,9
acc029697;1;5;9093,98;1,989250043160373;-270,30455555555557;0,008313014;0;0;Honest;18090,22
acc022708;2;2;2247,0299999999997;1,7386695385929936;1202,715;0,0019907865;0;0;Honest;3906,86
acc000262;2;3;4276,84;2,507703099243602;-1220,9915740740978;0,0025203067;0;0;Honest;10725,07
acc014412;0;4;0,0;0,0;9999,0;0,0031904017;0;0;Honest;9402,64
acc042435;1;5;6987,16;1,9228500236862704;596,8506111111111;0,006262542;0;0;Honest;13435,279999999999
acc032198;1;4;6809,03;3,6563348137182334;1411,0765277777778;0,0022946203;0;0;Honest;24896,13
acc021736;2;1;2064,81;0,9352970234693581;-1626,995138888889;0,0026472644;0;0;Honest;1931,22
acc039454;1;0;1931,22;0,0;0,0;0,003082974;0;0;Honest;0,0
acc041274;7;5;30230,89;1,0615370366082386;29,95984126983111;0,16444701;0;0;Honest;32091,22
acc005606;3;1;13416,82;0,19329603192408343;-300,34537037041775;0,0032236348;0;0;Honest;2593,42
acc016213;3;1;17797,399999999998;0,13804311975731304;-201,53620370368;0,0030806886;0;0;Honest;2456,81
acc036949;5;1;18507,61;0,7355397398476952;-505,66744444444447;0,013112087;0;0;Honest;13613,09
acc032969;1;1;1590,91;0,5100696452367184;-194,61777777777777;0,0033826865;0;0;Honest;811,48
acc035806;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;13107,16
acc010766;3;1;3525,4;0,008262868715979133;960,6055555554844;0,0024761176;0;0;Honest;29,13
acc044725;7;3;52109,86;0,23641951131330782;-410,8359920635022;0,8934228;1;0;Honest;12319,79
acc008656;1;2;1953,12;0,8033310634724775;-1293,305138888889;0,0042485935;0;0;Honest;1569,01
acc000970;0;5;0,0;0,0;9999,0;0,0032509647;0;0;Honest;52024,5
acc002930;2;4;1903,3700000000001;7,124173838119556;-711,0311805555912;0,0014814361;0;0;Honest;13560,01
acc027676;2;3;2397,54;1,8499051114679566;-796,8289814814577;0,001340291;0;0;Honest;4435,24
acc024170;3;4;35016,43;0,8196464289345233;53,82238425920001;0,9421703;1;1;Mule;28701,100000000002
acc010871;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;28312,29
acc003554;20;0;342161,47000000003;0,0;0,0;0,99259865;1;1;Boss;0,0
acc006493;1;2;1150,98;48,503357978783484;-993,4830555555556;0,0011580709;0;0;Honest;55826,880000000005
acc026084;1;1;778,05;50,05921137187364;-622,505;0,0011580709;0;0;Honest;38949,07
acc038855;6;5;126818,35;0,7981355381034733;-124,60257407409777;0,99259865;1;1;Mule;101218,23999999999
acc019350;2;4;768,4599999999999;17,154280583497084;-1184,6156944444444;0,001687823;0;0;Honest;13182,550000000001
acc023350;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;1113,62
acc009960;3;1;2241,52;0,40922048779182074;1026,9235185185423;0,0026878996;0;0;Honest;917,28
acc007775;2;4;2424,37;22,786493866473077;419,47784722218665;0,0012766655;0;0;Honest;55243,12
acc029324;3;1;16739,480000000003;0,040438507983218124;-276,76009259264004;0,002909405;0;0;Honest;676,92
acc036758;1;2;9678,21;0,03504466730452501;1266,5729166666667;0,0032847526;0;0;Honest;339,17
acc014949;1;0;328,55;0,0;0,0;0,0025023941;0;0;Honest;0,0
acc004700;2;4;3162,39;2,0805369339741966;-157,41076388892446;0,002215991;0;0;Honest;6579,49
acc006247;1;2;149,77;101,3022432901589;-777,7519444444445;0,0014662651;0;0;Honest;15173,05
acc021603;1;1;12829,74;0,1626048831816676;1207,5922222222223;0,005829069;0;0;Honest;2086,18
acc006375;1;2;22,42;968,6839054837269;629,3640277777778;0,0063494695;0;0;Honest;21727,579999999998
acc006398;1;1;2152,28;0,1875583680637832;1888,1641666666667;0,0029386156;0;0;Honest;403,68
acc035904;1;3;1333,71;7,0887217706865;-1112,9150925925687;0,0010410447;0;0;Honest;9454,369999999999
acc010473;2;1;13729,21;1,2813735958779886;57,07625;0,0055130688;0;0;Honest;17592,26
acc014785;3;4;3254,23;1,6810868282609763;666,9374074074311;0,0016471768;0;0;Honest;5470,66
acc026395;1;0;1514,1;0,0;0,0;0,0024297568;0;0;Honest;0,0
acc005975;0;1;0,0;0,0;9999,0;0,0023856927;0;0;Honest;629,24
acc041593;4;7;6204,63;1,3625689806338481;-9,378660714311112;0,011351467;0;0;Honest;8454,25
acc016011;2;2;2865,73;11,730181384214896;-280,97277777777776;0,0011605655;0;0;Honest;33615,65
acc034875;1;4;70,75;241,45802713397399;1100,0443750000356;0,006405973;0;0;Honest;17085,57
acc029975;1;1;1257,49;0,6561351888667992;-617,2961111111111;0,00721227;0;0;Honest;825,09
acc022865;2;2;3602,88;0,4088939712286525;806,6509722222222;0,002511134;0;0;Honest;1473,2
acc034122;2;1;8724,89;0,2258593221698816;203,28041666666667;0,0028669937;0;0;Honest;1970,6
acc014174;3;2;4223,0599999999995;0,6170629423618363;913,2606481481955;0,004379687;0;0;Honest;2605,9
acc017973;3;1;3396,26;4,363445780223598;457,80296296298667;0,0013412341;0;0;Honest;14819,44
acc002139;2;4;2775,32;4,857116090699123;809,7615972222578;0,0012766655;0;0;Honest;13480,099999999999
acc036820;1;2;3024,72;1,1215083660359766;-818,6598611111111;0,0021069702;0;0;Honest;3392,2599999999998
acc036398;3;0;7056,360000000001;0,0;0,0;0,0028155232;0;0;Honest;0,0
acc015895;1;0;1341,02;0,0;0,0;0,0024297568;0;0;Honest;0,0
acc039828;1;1;1925,35;0,3570449162753979;-1497,7783333333334;0,0035360777;0;0;Honest;687,44
acc034433;2;3;3469,4000000000005;14,41085660097826;-250,69953703701336;0,001376682;0;0;Honest;49997,17
acc016935;2;2;5272,469999999999;1,3032424968895093;-281,5875;0,005364863;0;0;Honest;6871,32
acc042750;2;2;988,82;12,899254674716584;478,6927777777778;0,0012960254;0;0;Honest;12755,17
acc022716;1;1;1772,71;1,3573942867457918;549,7508333333334;0,0030966762;0;0;Honest;2406,28
acc017336;0;4;0,0;0,0;9999,0;0,0031904017;0;0;Honest;18154,6
acc025652;1;2;998,49;1,69185778668002;1390,0802777777778;0,0019134771;0;0;Honest;1689,32
acc022724;3;1;2292,83;0,41526229479597354;434,60814814819554;0,0026878996;0;0;Honest;952,13
acc013878;3;3;15028,56;0,7101034895535636;-683,7986111111111;0,010405437;0;0;Honest;10671,84
acc004633;5;1;3837,83;0,6301122506409855;358,0064444444444;0,0033863378;0;0;Honest;2418,27
acc021745;3;2;3818,72;0,6426010741791119;-378,7331018518755;0,00677676;0;0;Honest;2453,92
acc039568;1;4;1309,18;26,06977596834684;1195,5446527778133;0,0014545663;0;0;Honest;34130,29
acc009573;4;2;8953,11;0,7941499723001589;104,22395833336888;0,0035362188;0;0;Honest;7110,12
acc031622;2;1;15074,65;0,9029384410660009;-215,11958333333334;0,005651357;0;0;Honest;13611,49
acc015938;1;2;1513,09;1,5114863525213138;203,92166666666665;0,0017681724;0;0;Honest;2287,0299999999997
acc004347;3;3;7561,459999999999;2,559179630415779;-203,69518518520889;0,0028414798;0;0;Honest;19351,16
acc012463;1;2;2018,17;1,7020186504672525;196,4525;0,001839622;0;0;Honest;3434,98
acc036254;2;1;1050,78;1,3915339887132538;-991,3909722222222;0,0019792384;0;0;Honest;1462,21
acc027907;1;3;830,39;7,2883911368015415;-886,8920370370133;0,0010410447;0;0;Honest;6052,28
acc032357;3;1;4453,83;0,43995967524652885;-1126,3725;0,0045407396;0;0;Honest;1959,51
acc015799;2;3;3130,52;3,916359210740673;-436,35495370368;0,0010410447;0;0;Honest;12260,279999999999
acc008146;1;0;1927,96;0,0;0,0;0,003082974;0;0;Honest;0,0
acc037606;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;1354,43
acc007737;3;0;2320,39;0,0;0,0;0,003082974;0;0;Honest;0,0
acc007800;5;1;5913,0599999999995;0,40852382941517695;709,2876666666667;0,0029139095;0;0;Honest;2415,63
acc000691;3;2;6675,29;7,377230985873294;-1197,1362962963199;0,00208784;0;0;Honest;49245,23
acc001834;4;3;5953,5599999999995;0,13628293612068057;289,0227083333689;0,0023124304;0;0;Honest;811,3700000000001
acc021844;1;2;2662,1;1,2313615891154008;-1492,5341666666666;0,0022372655;0;0;Honest;3278,02
acc039858;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;2076,9700000000003
acc014719;1;1;339,05;0,13401757800979178;210,7697222222222;0,0023281556;0;0;Honest;45,44
acc035205;3;3;22296,25;0,7404147601436295;-1000,8531481481955;0,061460074;0;0;Honest;16508,48
acc030787;3;2;15877,82;0,4262918799357343;1316,38004629632;0,04365812;0;0;Honest;6768,59
acc005152;3;1;6814,74;0,4024975237536227;-205,68157407402666;0,003926341;0;0;Honest;2742,92
acc033676;7;5;37619,54;1,115229714337359;386,6097539682844;0,34651968;0;0;Honest;41954,44
acc022419;1;0;1461,61;0,0;0,0;0,0024297568;0;0;Honest;0,0
acc004418;1;3;1057,59;6,017728819969744;1144,8290740740267;0,0012071852;0;0;Honest;6364,35
acc042913;2;0;2100,51;0,0;0,0;0,003082974;0;0;Honest;0,0
acc037995;0;4;0,0;0,0;9999,0;0,0031904017;0;0;Honest;22986,739999999998
acc023061;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;1867,8600000000001
acc030840;3;3;10837,4;0,8811551837570045;-419,3703703703467;0,0075042606;0;0;Honest;9549,439999999999
acc006614;1;3;1607,36;2,8607974517379327;-132,51629629632;0,0011628324;0;0;Honest;4598,360000000001
acc004461;1;2;2107,38;1,2063785061141978;-535,3576388888889;0,002125492;0;0;Honest;2542,31
acc020472;1;3;1744,54;0,505563039179158;789,1673148147911;0,0024006753;0;0;Honest;881,98
acc035103;1;1;1355,48;1,5968468966941844;-1103,961388888889;0,0013496078;0;0;Honest;2164,51
acc001073;3;1;6202,360000000001;0,012595185388811051;-670,9885185185423;0,0027124083;0;0;Honest;78,12
acc004074;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;14427,3
acc033876;3;2;15312,800000000001;0,6818154212061666;-436,05749999992884;0,012548377;0;0;Honest;10440,51
acc034977;2;1;9570,96;0,05266759795506621;398,41430555555553;0,0037726257;0;0;Honest;504,08
acc022792;2;0;3155,65;0,0;0,0;0,0023020545;0;0;Honest;0,0
acc029661;3;3;4069,35;0,9252290286433248;701,1;0,0040905615;0;0;Honest;3765,09
acc012850;1;2;5901,97;0,457475287954212;-340,30694444444447;0,0035736593;0;0;Honest;2700,01
acc009000;3;1;6086,83;2,222708334702407;850,002685185209;0,0024020462;0;0;Honest;13529,27
acc002168;5;1;15084,810000000001;1,5403465205418425;146,82411111111114;0,0041959253;0;0;Honest;23235,85
acc024855;6;7;155085,07;0,9279806284395636;54,91313492067555;0,99259865;1;1;Mule;143915,95
acc030841;1;1;1039,54;3,537117021788274;-605,4983333333333;0,0010410447;0;0;Honest;3677,01
acc032508;1;1;1657,76;26,948623753596703;68,74833333333333;0,0010607606;0;0;Honest;44674,62
acc025473;2;1;4296,37;0,3652190914211499;1367,0956944444445;0,004052702;0;0;Honest;1569,12
acc000666;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;23611,46
acc019011;0;3;0,0;0,0;9999,0;0,0023856927;0;0;Honest;10187,42
acc043359;2;5;15120,79;1,8747050420612665;10,489194444444443;0,0068590664;0;0;Honest;28347,04
acc042627;1;1;922,29;1,1702157649354874;-32,39083333333333;0,0018572765;0;0;Honest;1079,29
acc027054;2;3;2772,56;1,371557796556985;204,28564814812447;0,0024159946;0;0;Honest;3802,74
acc005159;1;1;367,67;3,9870539599651873;-31,379722222222224;0,0010607606;0;0;Honest;1465,96
acc008550;1;3;1465,96;1,7473754578879515;5,776851851875556;0,0014141937;0;0;Honest;2561,6000000000004
acc001472;3;1;3444,58;0,1343875468488267;732,3952777777778;0,0024761176;0;0;Honest;462,91
acc040965;3;2;12190,109999999999;0,29059927219748455;964,2786574074312;0,008075265;0;0;Honest;3542,44
acc040371;4;3;6549,12;1,3277901034183168;-210,6499074074311;0,005353781;0;0;Honest;8695,87
acc039440;4;3;28215,629999999997;0,3835046803829366;278,78030092593775;0,014745618;0;0;Honest;10820,83
acc019185;4;4;57091,259999999995;0,779960578911627;83,79381944440888;0,97920555;1;1;Mule;44528,939999999995
acc036648;4;7;69390,27;1,032468380297644;111,83958333326223;0,99259865;1;1;Mule;71643,27
acc005474;1;3;2474,82;4,534743800584281;-420,75046296298666;0,0010410447;0;0;Honest;11222,72
acc038280;2;2;3485,5;0,6186985548743226;889,9906944444444;0,0031693187;0;0;Honest;2156,48
acc005859;3;4;10334,3;5,326269484851916;-1431,8410648147913;0,00240613;0;0;Honest;55043,32
acc009843;4;2;6010,07;0,5284438809466763;145,62083333333334;0,002976436;0;0;Honest;3175,99
acc009065;1;3;1455,69;14,032547915092396;348,95129629632;0,0011154547;0;0;Honest;20427,18
acc027958;2;1;1363,6100000000001;1,7764919845704814;-294,88652777777776;0,0014462878;0;0;Honest;2422,46
acc025489;2;3;17232,42;1,7068678068038;10,048935185208888;0,013169651;0;0;Honest;29413,48
acc039626;4;1;15241,22;0,09115209205556245;1303,8732638889244;0,005829069;0;0;Honest;1389,27
acc022714;2;1;1931,8899999999999;0,16857497800093174;-1029,1144444444444;0,003258761;0;0;Honest;325,67
acc010916;1;3;325,67;185,09754974207812;-222,01055555548444;0,0028860962;0;0;Honest;60282,57
acc004926;7;1;26937,65;0,1584046275734418;-62,002380952391114;0,010439233;0;0;Honest;4267,05
acc028531;1;3;28,68;133,49006622516555;570,1639814814578;0,0063494695;0;0;Honest;3829,83
acc041528;1;1;1580,19;1,2112011137830654;600,7877777777778;0,003048287;0;0;Honest;1913,94
acc019272;2;3;2895,8199999999997;0,6957832469447447;304,1540740740267;0,0031693187;0;0;Honest;2014,87
acc012464;3;1;2393,65;0,44120301128815276;296,9001851851378;0,0025506795;0;0;Honest;1056,09
acc026951;1;3;729,5;14,531671944181712;-922,3476851852089;0,0010410447;0;0;Honest;10601,0
acc044686;2;0;2889,98;0,0;0,0;0,0023020545;0;0;Honest;0,0
acc042895;1;4;5402,8;2,2558650035814694;1057,475;0,002536888;0;0;Honest;12188,01
acc004837;4;2;8556,720000000001;0,7404545895453053;39,94395833336889;0,0034264892;0;0;Honest;6335,870000000001
acc037853;1;2;910,9;1,6169874081961992;-684,3029166666666;0,00128821;0;0;Honest;1472,9299999999998
acc024437;4;0;5812,0599999999995;0,0;0,0;0,0023909425;0;0;Honest;0,0
acc022388;4;1;4723,0599999999995;0,2718443724103179;1055,3167361110754;0,0028801619;0;0;Honest;1283,94
acc037133;4;3;22095,38;0,48877571294283556;-546,9521527777422;0,0090989955;0;0;Honest;10799,689999999999
acc011241;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;1327,94
acc042767;3;0;2278,2;0,0;0,0;0,003082974;0;0;Honest;0,0
acc037966;2;2;502,66;4,289334951359739;619,3122222222222;0,0012960254;0;0;Honest;2156,12
acc016652;2;3;3375,32;1,4554191738289293;-787,89611111104;0,0030507562;0;0;Honest;4912,52
acc017525;2;1;1920,24;0,9715089181096211;-1082,07;0,0023304252;0;0;Honest;1865,54
acc010259;1;0;175,1;0,0;0,0;0,0025023941;0;0;Honest;0,0
acc035652;4;2;17123,66;0,7633141727211515;-479,92791666666665;0,01586286;0;0;Honest;13070,74
acc029226;2;1;3369,3100000000004;0,6101735661795257;1044,9565277777779;0,0032354295;0;0;Honest;2055,87
acc030739;1;2;2459,13;1,5932114479045518;837,9022222222222;0,0019599043;0;0;Honest;3917,9300000000003
acc039255;3;0;5623,0;0,0;0,0;0,0023909425;0;0;Honest;0,0
acc002448;4;2;6503,11;0,10417153612419884;472,3860416667022;0,0032581354;0;0;Honest;677,4399999999999
acc021559;2;3;2979,9300000000003;15,883870145036473;23,51907407409778;0,0010607606;0;0;Honest;47332,979999999996
acc044071;1;1;9021,2;0,1953385410604564;-318,56388888888887;0,003048206;0;0;Honest;1762,19
acc024801;3;0;6059,52;0,0;0,0;0,0026127496;0;0;Honest;0,0
acc013721;1;5;313,74;27,93807171314741;-738,0277777777778;0,002136697;0;0;Honest;8765,57
acc019844;2;1;3814,38;0,9219770395790676;-476,7265277777778;0,0025892546;0;0;Honest;3516,78
acc031826;1;4;490,96;41,62582235167118;185,73243055559112;0,0015001755;0;0;Honest;20437,03
acc034288;0;1;0,0;0,0;9999,0;0,0023856927;0;0;Honest;1688,26
acc010421;2;0;2803,85;0,0;0,0;0,0023020545;0;0;Honest;0,0
acc035823;0;1;0,0;0,0;9999,0;0,0023856927;0;0;Honest;1930,8
acc016254;3;0;10706,42;0,0;0,0;0,0021633056;0;0;Honest;0,0
acc008418;4;2;7212,5;0,06604635556831118;369,12902777777776;0,0032423309;0;0;Honest;476,36
acc015385;5;1;11950,32;0,5690662935667885;-311,46077777777776;0,008149825;0;0;Honest;6800,53
acc035550;0;4;0,0;0,0;9999,0;0,0031904017;0;0;Honest;2214,4
acc013197;1;1;302,5;5,60007933622029;346,86333333333334;0,0015592708;0;0;Honest;1694,08
acc042433;1;2;324,18;7,936056016533514;219,81277777777777;0,0015592708;0;0;Honest;2572,79
acc013420;2;1;568,33;3,431326318752859;-870,9729166666667;0,0010410447;0;0;Honest;1950,16
acc008440;5;5;103536,51999999999;0,7852440100126981;553,7182777777778;0,99259865;1;1;Mule;81301,44
acc038006;3;2;3389,9;6,6216595720830345;559,9280555555556;0,0013412341;0;0;Honest;22446,83
acc001795;1;3;300,78;14,470195152764388;-436,6896296296533;0,0013181361;0;0;Honest;4352,49
acc019529;6;1;9756,529999999999;0,5477515594667782;683,9003240740267;0,0037721132;0;0;Honest;5344,16
acc036883;4;1;4873,46;5,750809997804439;992,4754861111467;0,002085348;0;0;Honest;28026,4
acc035120;2;2;3382,4300000000003;0,65107437234659;-787,9705555555555;0,006921423;0;0;Honest;2202,2200000000003
acc023395;1;1;360,47;27,470428317798493;-1456,3583333333333;0,0010410447;0;0;Honest;9902,54
acc005497;1;2;9655,66;0,1350719318286561;708,0180555555555;0,0032847526;0;0;Honest;1304,2099999999998
acc025522;2;5;4153,85;1,7119257750622312;-313,91538888888886;0,0069933967;0;0;Honest;7111,1
acc040961;0;1;0,0;0,0;9999,0;0,0023856927;0;0;Honest;1179,88
acc012032;3;1;9195,96;1,188230279133142;-470,9356481481955;0,0037156562;0;0;Honest;10926,93
acc004330;2;2;12756,44;0,9051468080853216;-756,8322222222222;0,0054160263;0;0;Honest;11546,460000000001
acc018774;3;1;3709,31;3,8375928741656153;-275,99083333326223;0,0012010548;0;0;Honest;14234,86
acc016037;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;2712,74
acc033811;1;2;2418,95;0,8263179217514965;-606,4648611111111;0,002387457;0;0;Honest;1998,8300000000002
acc019644;3;2;13677,019999999999;0,8597202755276548;821,7256481481244;0,007217598;0;0;Honest;11758,42
acc021251;3;3;13765,210000000001;1,1016024444215202;-309,9683333333333;0,0052324836;0;0;Honest;15163,8
acc018473;2;3;9585,83;1,0792815235806148;389,2110648148622;0,0057632104;0;0;Honest;10345,82
acc013503;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;10987,400000000001
acc030231;3;0;4234,48;0,0;0,0;0,0036836644;0;0;Honest;0,0
acc027687;2;5;1911,74;20,112221786321435;323,3856111111111;0,0012766655;0;0;Honest;38449,54
acc019779;1;2;13494,91;0,95306307855104;-42,401805555555555;0,0053973515;0;0;Honest;12861,51
acc020401;3;1;14104,919999999998;0,7345701113015095;331,82462962958226;0,0075152135;0;0;Honest;10361,06
acc033732;1;1;2089,76;0,9214219746670684;685,8261111111111;0,0025470098;0;0;Honest;1925,56
acc013004;3;2;4278,96;0,8463251670378618;-360,7182407406934;0,0044872854;0;0;Honest;3621,3999999999996
acc017698;4;0;9008,02;0,0;0,0;0,0028155232;0;0;Honest;0,0
acc041348;0;2;0,0;0,0;9999,0;0,0023856927;0;0;Honest;3305,34
acc002676;2;2;3981,47;0,6367506555351277;-1048,18;0,010309264;0;0;Honest;2535,21
acc035605;2;2;2460,05;8,468391014853294;-32,14791666666667;0,0010607606;0;0;Honest;20832,75
acc034348;1;0;1829,45;0,0;0,0;0,0029633767;0;0;Honest;0,0
acc015087;4;0;6321,15;0,0;0,0;0,0025221691;0;0;Honest;0,0
acc022280;3;0;1398,02;0,0;0,0;0,0024297568;0;0;Honest;0,0
acc005681;2;3;7248,16;1,228184493465247;222,53435185187556;0,006994844;0;0;Honest;8902,09
